Garden,elevation,full_date,date,time,ordinal_date,order,temp,Relative humidity (%),dew point (degrees C)
Estess,2553,10/25/20 4:00,10/25/20,4:00:00 AM,299,1093,9.558,33.278,-5.524
Estess,2553,10/25/20 4:30,10/25/20,4:30:00 AM,299,1094,9.41,34.289,-5.254
Estess,2553,10/25/20 5:00,10/25/20,5:00:00 AM,299,1095,9.287,36.318,-4.596
Estess,2553,10/25/20 5:30,10/25/20,5:30:00 AM,299,1096,9.262,37.268,-4.273
Estess,2553,10/25/20 6:00,10/25/20,6:00:00 AM,299,1097,8.866,38.931,-4.044
Estess,2553,10/25/20 6:30,10/25/20,6:30:00 AM,299,1098,8.295,40.688,-3.972
Estess,2553,10/25/20 7:00,10/25/20,7:00:00 AM,299,1099,8.668,39.79,-3.932
Estess,2553,10/25/20 7:30,10/25/20,7:30:00 AM,299,1100,8.12,40.73,-4.115
Estess,2553,10/25/20 8:00,10/25/20,8:00:00 AM,299,1101,8.593,39.625,-4.054
Estess,2553,10/25/20 8:30,10/25/20,8:30:00 AM,299,1102,8.693,41.295,-3.414
Estess,2553,10/25/20 9:00,10/25/20,9:00:00 AM,299,1103,7.419,50.886,-1.805
Estess,2553,10/25/20 9:30,10/25/20,9:30:00 AM,299,1104,7.92,47.376,-2.29
Estess,2553,10/25/20 10:00,10/25/20,10:00:00 AM,299,1105,9.114,46.888,-1.331
Estess,2553,10/25/20 10:30,10/25/20,10:30:00 AM,299,1106,8.717,45.639,-2.056
Estess,2553,10/25/20 11:00,10/25/20,11:00:00 AM,299,1107,6,58.525,-1.293
Estess,2553,10/25/20 11:30,10/25/20,11:30:00 AM,299,1108,6.839,57.078,-0.832
Estess,2553,10/25/20 12:00,10/25/20,12:00:00 PM,299,1109,8.195,60.224,1.157
Estess,2553,10/25/20 12:30,10/25/20,12:30:00 PM,299,1110,5.514,67.936,0.182
Estess,2553,10/25/20 13:00,10/25/20,1:00:00 PM,299,1111,9.805,52.852,0.919
Estess,2553,10/25/20 13:30,10/25/20,1:30:00 PM,299,1112,16.129,31.57,-0.481
Estess,2553,10/25/20 14:00,10/25/20,2:00:00 PM,299,1113,11.929,29.012,-5.3
Estess,2553,10/25/20 14:30,10/25/20,2:30:00 PM,299,1114,10.81,31.424,-5.194
Estess,2553,10/25/20 15:00,10/25/20,3:00:00 PM,299,1115,13.93,26.801,-4.658
Estess,2553,10/25/20 15:30,10/25/20,3:30:00 PM,299,1116,12.678,26.605,-5.83
Estess,2553,10/25/20 16:00,10/25/20,4:00:00 PM,299,1117,14.649,28.776,-3.058
Estess,2553,10/25/20 16:30,10/25/20,4:30:00 PM,299,1118,12.461,30.561,-4.13
Estess,2553,10/25/20 17:00,10/25/20,5:00:00 PM,299,1119,11.224,32.659,-4.31
Estess,2553,10/25/20 17:30,10/25/20,5:30:00 PM,299,1120,7.368,52.111,-1.537
Estess,2553,10/25/20 18:00,10/25/20,6:00:00 PM,299,1121,4.246,64.321,-1.736
Estess,2553,10/25/20 18:30,10/25/20,6:30:00 PM,299,1122,4.869,66.608,-0.691
Estess,2553,10/25/20 19:00,10/25/20,7:00:00 PM,299,1123,4.037,73.755,-0.192
Estess,2553,10/25/20 19:30,10/25/20,7:30:00 PM,299,1124,3.248,80.338,0.112
Estess,2553,10/25/20 20:00,10/25/20,8:00:00 PM,299,1125,2.93,84.181,0.378
Estess,2553,10/25/20 20:30,10/25/20,8:30:00 PM,299,1126,1.615,93.449,0.338
Estess,2553,10/25/20 21:00,10/25/20,9:00:00 PM,299,1127,-0.395,91.933,-1.858
Estess,2553,10/25/20 21:30,10/25/20,9:30:00 PM,299,1128,-0.845,89.103,-2.671
Estess,2553,10/25/20 22:00,10/25/20,10:00:00 PM,299,1129,-1.785,94.709,-2.901
Estess,2553,10/25/20 22:30,10/25/20,10:30:00 PM,299,1130,-1.871,89.63,-3.62
Estess,2553,10/25/20 23:00,10/25/20,11:00:00 PM,299,1131,-2.044,92.226,-3.463
Estess,2553,10/25/20 23:30,10/25/20,11:30:00 PM,299,1132,-4.106,93.164,-5.404
Estess,2553,10/26/20 0:00,10/26/20,12:00:00 AM,300,1133,-4.408,93.678,-5.644
Estess,2553,10/26/20 0:30,10/26/20,12:30:00 AM,300,1134,-4.53,93.764,-5.755
Estess,2553,10/26/20 1:00,10/26/20,1:00:00 AM,300,1135,-4.59,93.58,-5.837
Estess,2553,10/26/20 1:30,10/26/20,1:30:00 AM,300,1136,-5.049,93.479,-6.306
Estess,2553,10/26/20 2:00,10/26/20,2:00:00 AM,300,1137,-5.326,93.213,-6.614
Estess,2553,10/26/20 2:30,10/26/20,2:30:00 AM,300,1138,-6.642,91.666,-8.11
Estess,2553,10/26/20 3:00,10/26/20,3:00:00 AM,300,1139,-6.61,93.003,-7.92
Estess,2553,10/26/20 3:30,10/26/20,3:30:00 AM,300,1140,-6.834,91.447,-8.327
Estess,2553,10/26/20 4:00,10/26/20,4:00:00 AM,300,1141,-7.09,91.783,-8.542
Estess,2553,10/26/20 4:30,10/26/20,4:30:00 AM,300,1142,-7.348,90.761,-8.921
Estess,2553,10/26/20 5:00,10/26/20,5:00:00 AM,300,1143,-8,91.3,-9.506
Estess,2553,10/26/20 5:30,10/26/20,5:30:00 AM,300,1144,-8.198,92.474,-9.565
Estess,2553,10/26/20 6:00,10/26/20,6:00:00 AM,300,1145,-8.43,92.27,-9.82
Estess,2553,10/26/20 6:30,10/26/20,6:30:00 AM,300,1146,-8.397,92.185,-9.797
Estess,2553,10/26/20 7:00,10/26/20,7:00:00 AM,300,1147,-8.697,91.537,-10.171
Estess,2553,10/26/20 7:30,10/26/20,7:30:00 AM,300,1148,-8.999,91.503,-10.476
Estess,2553,10/26/20 8:00,10/26/20,8:00:00 AM,300,1149,-8.198,92.286,-9.587
Estess,2553,10/26/20 8:30,10/26/20,8:30:00 AM,300,1150,-7.673,90.006,-9.335
Estess,2553,10/26/20 9:00,10/26/20,9:00:00 AM,300,1151,-6.642,87.716,-8.596
Estess,2553,10/26/20 9:30,10/26/20,9:30:00 AM,300,1152,-5.018,84.001,-7.478
Estess,2553,10/26/20 10:00,10/26/20,10:00:00 AM,300,1153,-3.271,79.539,-6.393
Estess,2553,10/26/20 10:30,10/26/20,10:30:00 AM,300,1154,-4.804,81.002,-7.684
Estess,2553,10/26/20 11:00,10/26/20,11:00:00 AM,300,1155,-3.568,76.699,-7.11
Estess,2553,10/26/20 11:30,10/26/20,11:30:00 AM,300,1156,-3.866,73.088,-7.968
Estess,2553,10/26/20 12:00,10/26/20,12:00:00 PM,300,1157,-5.357,79.064,-8.504
Estess,2553,10/26/20 12:30,10/26/20,12:30:00 PM,300,1158,-1.699,75.476,-5.48
Estess,2553,10/26/20 13:00,10/26/20,1:00:00 PM,300,1159,2.316,59.399,-4.583
Estess,2553,10/26/20 13:30,10/26/20,1:30:00 PM,300,1160,0.246,54.422,-7.63
Estess,2553,10/26/20 14:00,10/26/20,2:00:00 PM,300,1161,-1.871,65.228,-7.407
Estess,2553,10/26/20 14:30,10/26/20,2:30:00 PM,300,1162,-0.648,66.67,-5.969
Estess,2553,10/26/20 15:00,10/26/20,3:00:00 PM,300,1163,3.354,54.309,-4.746
Estess,2553,10/26/20 15:30,10/26/20,3:30:00 PM,300,1164,3.406,46.667,-6.638
Estess,2553,10/26/20 16:00,10/26/20,4:00:00 PM,300,1165,2.128,53.89,-5.991
Estess,2553,10/26/20 16:30,10/26/20,4:30:00 PM,300,1166,-3.538,69.521,-8.243
Estess,2553,10/26/20 17:00,10/26/20,5:00:00 PM,300,1167,-3.986,75.772,-7.66
Estess,2553,10/26/20 17:30,10/26/20,5:30:00 PM,300,1168,-4.137,70.77,-8.61
Estess,2553,10/26/20 18:00,10/26/20,6:00:00 PM,300,1169,-7.64,81.194,-10.442
Estess,2553,10/26/20 18:30,10/26/20,6:30:00 PM,300,1170,-8.797,84.191,-11.178
Estess,2553,10/26/20 19:00,10/26/20,7:00:00 PM,300,1171,-9.644,87.956,-11.541
Estess,2553,10/26/20 19:30,10/26/20,7:30:00 PM,300,1172,-9.269,87.404,-11.237
Estess,2553,10/26/20 20:00,10/26/20,8:00:00 PM,300,1173,-10.511,88.232,-12.366
Estess,2553,10/26/20 20:30,10/26/20,8:30:00 PM,300,1174,-12.38,88.241,-14.218
Estess,2553,10/26/20 21:00,10/26/20,9:00:00 PM,300,1175,-12.38,90.353,-13.972
Estess,2553,10/26/20 21:30,10/26/20,9:30:00 PM,300,1176,-12.9,91.835,-14.323
Estess,2553,10/26/20 22:00,10/26/20,10:00:00 PM,300,1177,-12.269,93.115,-13.552
Estess,2553,10/26/20 22:30,10/26/20,10:30:00 PM,300,1178,-11.005,91.263,-12.5
Estess,2553,10/26/20 23:00,10/26/20,11:00:00 PM,300,1179,-10.792,89.889,-12.448
Estess,2553,10/26/20 23:30,10/26/20,11:30:00 PM,300,1180,-12.676,89.104,-14.411
Estess,2553,10/27/20 0:00,10/27/20,12:00:00 AM,301,1181,-13.505,90.699,-15.051
Estess,2553,10/27/20 0:30,10/27/20,12:30:00 AM,301,1182,-12.863,92.398,-14.223
Estess,2553,10/27/20 1:00,10/27/20,1:00:00 AM,301,1183,-14.628,90.277,-16.216
Estess,2553,10/27/20 1:30,10/27/20,1:30:00 AM,301,1184,-15.709,91.721,-17.133
Estess,2553,10/27/20 2:00,10/27/20,2:00:00 AM,301,1185,-15.144,94.254,-16.3
Estess,2553,10/27/20 2:30,10/27/20,2:30:00 AM,301,1186,-16.202,88.443,-17.985
Estess,2553,10/27/20 3:00,10/27/20,3:00:00 AM,301,1187,-16.576,87.973,-18.41
Estess,2553,10/27/20 3:30,10/27/20,3:30:00 AM,301,1188,-15.913,91.732,-17.335
Estess,2553,10/27/20 4:00,10/27/20,4:00:00 AM,301,1189,-17.381,92.27,-18.74
Estess,2553,10/27/20 4:30,10/27/20,4:30:00 AM,301,1190,-17.381,89.025,-19.091
Estess,2553,10/27/20 5:00,10/27/20,5:00:00 AM,301,1191,-17.553,87.227,-19.463
Estess,2553,10/27/20 5:30,10/27/20,5:30:00 AM,301,1192,-18.697,92.569,-20.021
Estess,2553,10/27/20 6:00,10/27/20,6:00:00 AM,301,1193,-19.793,87.438,-21.658
Estess,2553,10/27/20 6:30,10/27/20,6:30:00 AM,301,1194,-18.697,88.692,-20.433
Estess,2553,10/27/20 7:00,10/27/20,7:00:00 AM,301,1195,-19.058,88.183,-20.847
Estess,2553,10/27/20 7:30,10/27/20,7:30:00 AM,301,1196,-19.607,92.044,-20.983
Estess,2553,10/27/20 8:00,10/27/20,8:00:00 AM,301,1197,-18.34,90.289,-19.906
Estess,2553,10/27/20 8:30,10/27/20,8:30:00 AM,301,1198,-14.51,86.928,-16.484
Estess,2553,10/27/20 9:00,10/27/20,9:00:00 AM,301,1199,-10.934,90.204,-12.552
Estess,2553,10/27/20 9:30,10/27/20,9:30:00 AM,301,1200,-7.445,77.569,-10.764
Estess,2553,10/27/20 10:00,10/27/20,10:00:00 AM,301,1201,-3.807,59.878,-10.283
Estess,2553,10/27/20 10:30,10/27/20,10:30:00 AM,301,1202,0.522,50.098,-8.405
Estess,2553,10/27/20 11:00,10/27/20,11:00:00 AM,301,1203,-1.1,56.522,-8.426
Estess,2553,10/27/20 11:30,10/27/20,11:30:00 AM,301,1204,1.967,45.274,-8.345
Estess,2553,10/27/20 12:00,10/27/20,12:00:00 PM,301,1205,7.569,34.112,-6.953
Estess,2553,10/27/20 12:30,10/27/20,12:30:00 PM,301,1206,10.81,29.278,-6.146
Estess,2553,10/27/20 13:00,10/27/20,1:00:00 PM,301,1207,9.805,31.432,-6.071
Estess,2553,10/27/20 13:30,10/27/20,1:30:00 PM,301,1208,12.001,29.771,-4.886
Estess,2553,10/27/20 14:00,10/27/20,2:00:00 PM,301,1209,11.053,32.45,-4.547
Estess,2553,10/27/20 14:30,10/27/20,2:30:00 PM,301,1210,12.195,29.067,-5.043
Estess,2553,10/27/20 15:00,10/27/20,3:00:00 PM,301,1211,14.194,24.659,-5.577
Estess,2553,10/27/20 15:30,10/27/20,3:30:00 PM,301,1212,12.799,29.281,-4.42
Estess,2553,10/27/20 16:00,10/27/20,4:00:00 PM,301,1213,16.082,25.699,-3.401
Estess,2553,10/27/20 16:30,10/27/20,4:30:00 PM,301,1214,14.601,28.937,-3.022
Estess,2553,10/27/20 17:00,10/27/20,5:00:00 PM,301,1215,16.415,23.576,-4.321
Estess,2553,10/27/20 17:30,10/27/20,5:30:00 PM,301,1216,-0.032,63.419,-5.995
Estess,2553,10/27/20 18:00,10/27/20,6:00:00 PM,301,1217,-5.11,79.274,-8.232
Estess,2553,10/27/20 18:30,10/27/20,6:30:00 PM,301,1218,-6.136,79.88,-9.15
Estess,2553,10/27/20 19:00,10/27/20,7:00:00 PM,301,1219,-7.478,84.763,-9.802
Estess,2553,10/27/20 19:30,10/27/20,7:30:00 PM,301,1220,-7.413,84.902,-9.72
Estess,2553,10/27/20 20:00,10/27/20,8:00:00 PM,301,1221,-8.43,88.704,-10.245
Estess,2553,10/27/20 20:30,10/27/20,8:30:00 PM,301,1222,-8.932,87.708,-10.865
Estess,2553,10/27/20 21:00,10/27/20,9:00:00 PM,301,1223,-9.235,87.389,-11.205
Estess,2553,10/27/20 21:30,10/27/20,9:30:00 PM,301,1224,-9.679,90.304,-11.293
Estess,2553,10/27/20 22:00,10/27/20,10:00:00 PM,301,1225,-9.989,92.218,-11.379
Estess,2553,10/27/20 22:30,10/27/20,10:30:00 PM,301,1226,-11.076,92.013,-12.485
Estess,2553,10/27/20 23:00,10/27/20,11:00:00 PM,301,1227,-10.757,91.12,-12.27
Estess,2553,10/27/20 23:30,10/27/20,11:30:00 PM,301,1228,-11.794,92.325,-13.166
Estess,2553,10/28/20 0:00,10/28/20,12:00:00 AM,302,1229,-11.397,94.323,-12.549
Estess,2553,10/28/20 0:30,10/28/20,12:30:00 AM,302,1230,-12.233,93.4,-13.484
Estess,2553,10/28/20 1:00,10/28/20,1:00:00 AM,302,1231,-11.65,92.365,-13.017
Estess,2553,10/28/20 1:30,10/28/20,1:30:00 AM,302,1232,-13.05,92.392,-14.41
Estess,2553,10/28/20 2:00,10/28/20,2:00:00 AM,302,1233,-12.863,91.244,-14.351
Estess,2553,10/28/20 2:30,10/28/20,2:30:00 AM,302,1234,-12.788,92.142,-14.177
Estess,2553,10/28/20 3:00,10/28/20,3:00:00 AM,302,1235,-13.239,96.643,-14.145
Estess,2553,10/28/20 3:30,10/28/20,3:30:00 AM,302,1236,-13.772,93.287,-15.033
Estess,2553,10/28/20 4:00,10/28/20,4:00:00 AM,302,1237,-14.081,95.233,-15.135
Estess,2553,10/28/20 4:30,10/28/20,4:30:00 AM,302,1238,-14.197,89.258,-15.903
Estess,2553,10/28/20 5:00,10/28/20,5:00:00 AM,302,1239,-13.277,94.314,-14.428
Estess,2553,10/28/20 5:30,10/28/20,5:30:00 AM,302,1240,-13.466,93.237,-14.733
Estess,2553,10/28/20 6:00,10/28/20,6:00:00 AM,302,1241,-14.12,91.544,-15.569
Estess,2553,10/28/20 6:30,10/28/20,6:30:00 AM,302,1242,-14.236,91.696,-15.669
Estess,2553,10/28/20 7:00,10/28/20,7:00:00 AM,302,1243,-13.965,92.366,-15.325
Estess,2553,10/28/20 7:30,10/28/20,7:30:00 AM,302,1244,-14.314,90.939,-15.83
Estess,2553,10/28/20 8:00,10/28/20,8:00:00 AM,302,1245,-13.05,95.441,-14.082
Estess,2553,10/28/20 8:30,10/28/20,8:30:00 AM,302,1246,-7.902,93.214,-9.184
Estess,2553,10/28/20 9:00,10/28/20,9:00:00 AM,302,1247,-6.105,81.658,-8.869
Estess,2553,10/28/20 9:30,10/28/20,9:30:00 AM,302,1248,-4.167,72.654,-8.329
Estess,2553,10/28/20 10:00,10/28/20,10:00:00 AM,302,1249,-0.283,55.47,-7.89
Estess,2553,10/28/20 10:30,10/28/20,10:30:00 AM,302,1250,2.128,49.7,-7.016
Estess,2553,10/28/20 11:00,10/28/20,11:00:00 AM,302,1251,3.512,51.825,-5.198
Estess,2553,10/28/20 11:30,10/28/20,11:30:00 AM,302,1252,4.844,47.761,-5.016
Estess,2553,10/28/20 12:00,10/28/20,12:00:00 PM,302,1253,6.611,41.987,-5.081
Estess,2553,10/28/20 12:30,10/28/20,12:30:00 PM,302,1254,7.217,44.098,-3.883
Estess,2553,10/28/20 13:00,10/28/20,1:00:00 PM,302,1255,7.494,44.932,-3.383
Estess,2553,10/28/20 13:30,10/28/20,1:30:00 PM,302,1256,8.643,40.946,-3.572
Estess,2553,10/28/20 14:00,10/28/20,2:00:00 PM,302,1257,8.07,40.662,-4.183
Estess,2553,10/28/20 14:30,10/28/20,2:30:00 PM,302,1258,8.817,39.429,-3.919
Estess,2553,10/28/20 15:00,10/28/20,3:00:00 PM,302,1259,9.114,40.31,-3.356
Estess,2553,10/28/20 15:30,10/28/20,3:30:00 PM,302,1260,12.34,37.237,-1.536
Estess,2553,10/28/20 16:00,10/28/20,4:00:00 PM,302,1261,16.129,28.897,-1.721
Estess,2553,10/28/20 16:30,10/28/20,4:30:00 PM,302,1262,17.629,29.916,0.065
Estess,2553,10/28/20 17:00,10/28/20,5:00:00 PM,302,1263,13.329,32.723,-2.434
Estess,2553,10/28/20 17:30,10/28/20,5:30:00 PM,302,1264,4.141,61.855,-2.337
Estess,2553,10/28/20 18:00,10/28/20,6:00:00 PM,302,1265,0.19,76.412,-3.492
Estess,2553,10/28/20 18:30,10/28/20,6:30:00 PM,302,1266,-1.071,81.074,-4.011
Estess,2553,10/28/20 19:00,10/28/20,7:00:00 PM,302,1267,-1.641,81.714,-4.477
Estess,2553,10/28/20 19:30,10/28/20,7:30:00 PM,302,1268,-2.888,86.946,-4.98
Estess,2553,10/28/20 20:00,10/28/20,8:00:00 PM,302,1269,-3.271,88.63,-5.139
Estess,2553,10/28/20 20:30,10/28/20,8:30:00 PM,302,1270,-3.836,91.24,-5.37
Estess,2553,10/28/20 21:00,10/28/20,9:00:00 PM,302,1271,-3.986,90.23,-5.645
Estess,2553,10/28/20 21:30,10/28/20,9:30:00 PM,302,1272,-4.499,91.426,-6.006
Estess,2553,10/28/20 22:00,10/28/20,10:00:00 PM,302,1273,-4.59,93.318,-5.868
Estess,2553,10/28/20 22:30,10/28/20,10:30:00 PM,302,1274,-4.318,91.039,-5.873
Estess,2553,10/28/20 23:00,10/28/20,11:00:00 PM,302,1275,-5.172,91.87,-6.621
Estess,2553,10/28/20 23:30,10/28/20,11:30:00 PM,302,1276,-5.388,95.603,-6.398
Estess,2553,10/29/20 0:00,10/29/20,12:00:00 AM,303,1277,-6.073,94.66,-7.192
Estess,2553,10/29/20 0:30,10/29/20,12:30:00 AM,303,1278,-6.105,97.122,-6.945
Estess,2553,10/29/20 1:00,10/29/20,1:00:00 AM,303,1279,-6.962,95.439,-7.991
Estess,2553,10/29/20 1:30,10/29/20,1:30:00 AM,303,1280,-6.962,97.267,-7.788
Estess,2553,10/29/20 2:00,10/29/20,2:00:00 AM,303,1281,-7.478,96.543,-8.385
Estess,2553,10/29/20 2:30,10/29/20,2:30:00 AM,303,1282,-6.42,96.197,-7.364
Estess,2553,10/29/20 3:00,10/29/20,3:00:00 AM,303,1283,-8.231,96.12,-9.186
Estess,2553,10/29/20 3:30,10/29/20,3:30:00 AM,303,1284,-7.608,98.248,-8.33
Estess,2553,10/29/20 4:00,10/29/20,4:00:00 AM,303,1285,-7.804,95.526,-8.824
Estess,2553,10/29/20 4:30,10/29/20,4:30:00 AM,303,1286,-8.63,97.63,-9.421
Estess,2553,10/29/20 5:00,10/29/20,5:00:00 AM,303,1287,-8.697,96.514,-9.609
Estess,2553,10/29/20 5:30,10/29/20,5:30:00 AM,303,1288,-9.405,97.131,-10.252
Estess,2553,10/29/20 6:00,10/29/20,6:00:00 AM,303,1289,-8.53,98.341,-9.245
Estess,2553,10/29/20 6:30,10/29/20,6:30:00 AM,303,1290,-9.405,95.301,-10.451
Estess,2553,10/29/20 7:00,10/29/20,7:00:00 AM,303,1291,-9.202,95.635,-10.21
Estess,2553,10/29/20 7:30,10/29/20,7:30:00 AM,303,1292,-8.864,95.363,-9.903
Estess,2553,10/29/20 8:00,10/29/20,8:00:00 AM,303,1293,-7.836,98.044,-8.581
Estess,2553,10/29/20 8:30,10/29/20,8:30:00 AM,303,1294,-3.627,98.626,-4.292
Estess,2553,10/29/20 9:00,10/29/20,9:00:00 AM,303,1295,-0.902,80.984,-3.858
Estess,2553,10/29/20 9:30,10/29/20,9:30:00 AM,303,1296,2.074,63.906,-3.89
Estess,2553,10/29/20 10:00,10/29/20,10:00:00 AM,303,1297,4.921,57.186,-2.611
Estess,2553,10/29/20 10:30,10/29/20,10:30:00 AM,303,1298,6.331,55.261,-1.733
Estess,2553,10/29/20 11:00,10/29/20,11:00:00 AM,303,1299,8.419,47.594,-1.77
Estess,2553,10/29/20 11:30,10/29/20,11:30:00 AM,303,1300,8.817,45.621,-1.97
Estess,2553,10/29/20 12:00,10/29/20,12:00:00 PM,303,1301,9.854,46.429,-0.784
Estess,2553,10/29/20 12:30,10/29/20,12:30:00 PM,303,1302,11.71,44.023,0.189
Estess,2553,10/29/20 13:00,10/29/20,1:00:00 PM,303,1303,13.906,37.045,-0.211
Estess,2553,10/29/20 13:30,10/29/20,1:30:00 PM,303,1304,17.177,29.514,-0.518
Estess,2553,10/29/20 14:00,10/29/20,2:00:00 PM,303,1305,15.796,33.08,-0.118
Estess,2553,10/29/20 14:30,10/29/20,2:30:00 PM,303,1306,18.414,28.851,0.228
Estess,2553,10/29/20 15:00,10/29/20,3:00:00 PM,303,1307,19.865,26.249,0.12
Estess,2553,10/29/20 15:30,10/29/20,3:30:00 PM,303,1308,19.912,25.24,-0.402
Estess,2553,10/29/20 16:00,10/29/20,4:00:00 PM,303,1309,19.056,27.129,-0.098
Estess,2553,10/29/20 16:30,10/29/20,4:30:00 PM,303,1310,18.723,28.309,0.224
Estess,2553,10/29/20 17:00,10/29/20,5:00:00 PM,303,1311,23.4,19.514,-1.22
Estess,2553,10/29/20 17:30,10/29/20,5:30:00 PM,303,1312,9.287,38.725,-3.737
Estess,2553,10/29/20 18:00,10/29/20,6:00:00 PM,303,1313,5.642,48.894,-3.975
Estess,2553,10/29/20 18:30,10/29/20,6:30:00 PM,303,1314,3.932,56.622,-3.669
Estess,2553,10/29/20 19:00,10/29/20,7:00:00 PM,303,1315,2.155,61.941,-4.207
Estess,2553,10/29/20 19:30,10/29/20,7:30:00 PM,303,1316,-0.367,74.404,-4.358
Estess,2553,10/29/20 20:00,10/29/20,8:00:00 PM,303,1317,-1.47,78.988,-4.712
Estess,2553,10/29/20 20:30,10/29/20,8:30:00 PM,303,1318,-1.756,80.168,-4.816
Estess,2553,10/29/20 21:00,10/29/20,9:00:00 PM,303,1319,-2.625,84.154,-5.099
Estess,2553,10/29/20 21:30,10/29/20,9:30:00 PM,303,1320,-2.771,86.377,-4.94
Estess,2553,10/29/20 22:00,10/29/20,10:00:00 PM,303,1321,-3.36,84.931,-5.717
Estess,2553,10/29/20 22:30,10/29/20,10:30:00 PM,303,1322,-3.807,89.765,-5.524
Estess,2553,10/29/20 23:00,10/29/20,11:00:00 PM,303,1323,-4.469,92.107,-5.893
Estess,2553,10/29/20 23:30,10/29/20,11:30:00 PM,303,1324,-4.59,89.22,-6.371
Estess,2553,10/30/20 0:00,10/30/20,12:00:00 AM,304,1325,-4.987,89.53,-6.726
Estess,2553,10/30/20 0:30,10/30/20,12:30:00 AM,304,1326,-5.511,91.899,-6.956
Estess,2553,10/30/20 1:00,10/30/20,1:00:00 AM,304,1327,-5.079,90.982,-6.638
Estess,2553,10/30/20 1:30,10/30/20,1:30:00 AM,304,1328,-5.729,92.246,-7.132
Estess,2553,10/30/20 2:00,10/30/20,2:00:00 AM,304,1329,-6.073,93.553,-7.32
Estess,2553,10/30/20 2:30,10/30/20,2:30:00 AM,304,1330,-6.93,94.515,-8.064
Estess,2553,10/30/20 3:00,10/30/20,3:00:00 AM,304,1331,-5.979,92.083,-7.4
Estess,2553,10/30/20 3:30,10/30/20,3:30:00 AM,304,1332,-6.962,90.098,-8.617
Estess,2553,10/30/20 4:00,10/30/20,4:00:00 AM,304,1333,-7.284,94.836,-8.381
Estess,2553,10/30/20 4:30,10/30/20,4:30:00 AM,304,1334,-7.608,95.859,-8.591
Estess,2553,10/30/20 5:00,10/30/20,5:00:00 AM,304,1335,-8.099,96.273,-9.037
Estess,2553,10/30/20 5:30,10/30/20,5:30:00 AM,304,1336,-8.463,94.737,-9.572
Estess,2553,10/30/20 6:00,10/30/20,6:00:00 AM,304,1337,-8.999,91.55,-10.47
Estess,2553,10/30/20 6:30,10/30/20,6:30:00 AM,304,1338,-8.463,95.754,-9.458
Estess,2553,10/30/20 7:00,10/30/20,7:00:00 AM,304,1339,-8.864,93.229,-10.142
Estess,2553,10/30/20 7:30,10/30/20,7:30:00 AM,304,1340,-8.831,93.285,-10.103
Estess,2553,10/30/20 8:00,10/30/20,8:00:00 AM,304,1341,-7.804,94.2,-8.973
Estess,2553,10/30/20 8:30,10/30/20,8:30:00 AM,304,1342,-3.568,93.31,-4.849
Estess,2553,10/30/20 9:00,10/30/20,9:00:00 AM,304,1343,-0.704,72.378,-5.02
Estess,2553,10/30/20 9:30,10/30/20,9:30:00 AM,304,1344,3.089,57.158,-4.342
Estess,2553,10/30/20 10:00,10/30/20,10:00:00 AM,304,1345,6.382,46.048,-4.078
Estess,2553,10/30/20 10:30,10/30/20,10:30:00 AM,304,1346,8.295,42.619,-3.355
Estess,2553,10/30/20 11:00,10/30/20,11:00:00 AM,304,1347,10.271,37.309,-3.356
Estess,2553,10/30/20 11:30,10/30/20,11:30:00 AM,304,1348,14.074,30.045,-2.96
Estess,2553,10/30/20 12:00,10/30/20,12:00:00 PM,304,1349,15.055,30.654,-1.828
Estess,2553,10/30/20 12:30,10/30/20,12:30:00 PM,304,1350,18.39,24.961,-1.85
Estess,2553,10/30/20 13:00,10/30/20,1:00:00 PM,304,1351,17.677,25.817,-1.978
Estess,2553,10/30/20 13:30,10/30/20,1:30:00 PM,304,1352,18.557,23.318,-2.674
Estess,2553,10/30/20 14:00,10/30/20,2:00:00 PM,304,1353,17.439,24.153,-3.119
Estess,2553,10/30/20 14:30,10/30/20,2:30:00 PM,304,1354,15.986,24.621,-4.079
Estess,2553,10/30/20 15:00,10/30/20,3:00:00 PM,304,1355,18.937,20.895,-3.912
Estess,2553,10/30/20 15:30,10/30/20,3:30:00 PM,304,1356,20.46,19.617,-3.554
Estess,2553,10/30/20 16:00,10/30/20,4:00:00 PM,304,1357,23.208,17.35,-3.091
Estess,2553,10/30/20 16:30,10/30/20,4:30:00 PM,304,1358,22.393,16.193,-4.748
Estess,2553,10/30/20 17:00,10/30/20,5:00:00 PM,304,1359,17.891,17.306,-7.425
Estess,2553,10/30/20 17:30,10/30/20,5:30:00 PM,304,1360,8.095,27.752,-9.208
Estess,2553,10/30/20 18:00,10/30/20,6:00:00 PM,304,1361,6.408,30.101,-9.611
Estess,2553,10/30/20 18:30,10/30/20,6:30:00 PM,304,1362,3.775,40.115,-8.24
Estess,2553,10/30/20 19:00,10/30/20,7:00:00 PM,304,1363,2.182,47.947,-7.421
Estess,2553,10/30/20 19:30,10/30/20,7:30:00 PM,304,1364,1.643,46.917,-8.193
Estess,2553,10/30/20 20:00,10/30/20,8:00:00 PM,304,1365,0.301,54.111,-7.65
Estess,2553,10/30/20 20:30,10/30/20,8:30:00 PM,304,1366,-0.902,60.54,-7.394
Estess,2553,10/30/20 21:00,10/30/20,9:00:00 PM,304,1367,-2.566,68.494,-7.485
Estess,2553,10/30/20 21:30,10/30/20,9:30:00 PM,304,1368,-3.538,73.182,-7.634
