Masterfile_position,Block,Garden,Garden_Block,Year,SnowMeltDOY,Elev,GDD_nosnow,CWD_snow_min,GS_length,FDD_early,treat
306,34,Estess,E_34seed,2022,90.55556314,2553,3952.864839,-569.8,101.4444369,39.51386943,removal
307,35,Estess,E_35seed,2014,105.386786,2553,3792.931777,-511.7,81.61321399,12.6410956,control
308,35,Estess,E_35seed,2015,86.91304348,2553,3852.354711,-428.3,149.0869565,13.75497031,control
309,35,Estess,E_35seed,2016,80.08695652,2553,3838.780175,-504.3,118.9130435,61.73035028,control
310,35,Estess,E_35seed,2017,95.82608696,2553,3811.138055,-580,88.17391304,12.94172478,control
311,35,Estess,E_35seed,2018,84,2553,3997.667508,-704.2,96.7385545,35.30563668,control
312,35,Estess,E_35seed,2019,108.2608696,2553,3627.071703,-615.7,100.7391304,0,control
313,35,Estess,E_35seed,2020,95.65217391,2553,4082.051836,-694.1,85.34782609,23.15381038,control
314,35,Estess,E_35seed,2021,95,2553,3968.306057,-601.3,94,22.00514349,control
315,35,Estess,E_35seed,2022,90.55556314,2553,3952.864839,-569.8,101.4444369,39.51386943,control
316,36,Estess,E_36seed,2014,105.386786,2553,3792.931777,-511.7,81.61321399,12.6410956,removal
317,36,Estess,E_36seed,2015,86.91304348,2553,3852.354711,-428.3,149.0869565,13.75497031,removal
318,36,Estess,E_36seed,2016,80.08695652,2553,3838.780175,-504.3,118.9130435,61.73035028,control
319,36,Estess,E_36seed,2017,95.82608696,2553,3811.138055,-580,88.17391304,12.94172478,removal
320,36,Estess,E_36seed,2018,84,2553,3997.667508,-704.2,96.7385545,35.30563668,removal
321,36,Estess,E_36seed,2019,108.2608696,2553,3627.071703,-615.7,100.7391304,0,removal
322,36,Estess,E_36seed,2020,95.65217391,2553,4082.051836,-694.1,85.34782609,23.15381038,removal
323,36,Estess,E_36seed,2021,95,2553,3968.306057,-601.3,94,22.00514349,removal
324,36,Estess,E_36seed,2022,90.55556314,2553,3952.864839,-569.8,101.4444369,39.51386943,removal
325,37,Estess,E_37seed,2014,105.386786,2553,3792.931777,-511.7,81.61321399,12.6410956,control
326,37,Estess,E_37seed,2015,86.91304348,2553,3852.354711,-428.3,149.0869565,13.75497031,control
327,37,Estess,E_37seed,2016,80.08695652,2553,3838.780175,-504.3,118.9130435,61.73035028,control
328,37,Estess,E_37seed,2017,95.82608696,2553,3811.138055,-580,88.17391304,12.94172478,control
329,37,Estess,E_37seed,2018,84,2553,3997.667508,-704.2,96.7385545,35.30563668,control
330,37,Estess,E_37seed,2019,108.2608696,2553,3627.071703,-615.7,100.7391304,0,control
331,37,Estess,E_37seed,2020,95.65217391,2553,4082.051836,-694.1,85.34782609,23.15381038,control
332,37,Estess,E_37seed,2021,95,2553,3968.306057,-601.3,94,22.00514349,control
333,37,Estess,E_37seed,2022,90.55556314,2553,3952.864839,-569.8,101.4444369,39.51386943,control
334,38,Estess,E_38seed,2014,105.386786,2553,3792.931777,-511.7,81.61321399,12.6410956,removal
335,38,Estess,E_38seed,2015,86.91304348,2553,3852.354711,-428.3,149.0869565,13.75497031,removal
336,38,Estess,E_38seed,2016,80.08695652,2553,3838.780175,-504.3,118.9130435,61.73035028,control
337,38,Estess,E_38seed,2017,95.82608696,2553,3811.138055,-580,88.17391304,12.94172478,removal
338,38,Estess,E_38seed,2018,84,2553,3997.667508,-704.2,96.7385545,35.30563668,removal
339,38,Estess,E_38seed,2019,108.2608696,2553,3627.071703,-615.7,100.7391304,0,removal
340,38,Estess,E_38seed,2020,95.65217391,2553,4082.051836,-694.1,85.34782609,23.15381038,removal
341,38,Estess,E_38seed,2021,95,2553,3968.306057,-601.3,94,22.00514349,removal
342,38,Estess,E_38seed,2022,90.55556314,2553,3952.864839,-569.8,101.4444369,39.51386943,removal
343,39,Estess,E_39seed,2014,105.386786,2553,3792.931777,-511.7,81.61321399,12.6410956,control
344,39,Estess,E_39seed,2015,86.91304348,2553,3852.354711,-428.3,149.0869565,13.75497031,control
345,39,Estess,E_39seed,2016,80.08695652,2553,3838.780175,-504.3,118.9130435,61.73035028,control
346,39,Estess,E_39seed,2017,95.82608696,2553,3811.138055,-580,88.17391304,12.94172478,control
347,39,Estess,E_39seed,2018,84,2553,3997.667508,-704.2,96.7385545,35.30563668,control
348,39,Estess,E_39seed,2019,108.2608696,2553,3627.071703,-615.7,100.7391304,0,control
349,39,Estess,E_39seed,2020,95.65217391,2553,4082.051836,-694.1,85.34782609,23.15381038,control
350,39,Estess,E_39seed,2021,95,2553,3968.306057,-601.3,94,22.00514349,control
351,39,Estess,E_39seed,2022,90.55556314,2553,3952.864839,-569.8,101.4444369,39.51386943,control
352,40,Estess,E_40seed,2014,105.386786,2553,3792.931777,-511.7,81.61321399,12.6410956,removal
353,40,Estess,E_40seed,2015,86.91304348,2553,3852.354711,-428.3,149.0869565,13.75497031,removal
354,40,Estess,E_40seed,2016,80.08695652,2553,3838.780175,-504.3,118.9130435,61.73035028,control
355,40,Estess,E_40seed,2017,95.82608696,2553,3811.138055,-580,88.17391304,12.94172478,removal
356,40,Estess,E_40seed,2018,84,2553,3997.667508,-704.2,96.7385545,35.30563668,removal
357,40,Estess,E_40seed,2019,108.2608696,2553,3627.071703,-615.7,100.7391304,0,removal
358,40,Estess,E_40seed,2020,95.65217391,2553,4082.051836,-694.1,85.34782609,23.15381038,removal
359,40,Estess,E_40seed,2021,95,2553,3968.306057,-601.3,94,22.00514349,removal
360,40,Estess,E_40seed,2022,90.55556314,2553,3952.864839,-569.8,101.4444369,39.51386943,removal
361,41,Estess,E_41seed,2014,105.386786,2553,3792.931777,-511.7,81.61321399,12.6410956,control
362,41,Estess,E_41seed,2015,86.91304348,2553,3852.354711,-428.3,149.0869565,13.75497031,control
363,41,Estess,E_41seed,2016,80.08695652,2553,3838.780175,-504.3,118.9130435,61.73035028,control
364,41,Estess,E_41seed,2017,95.82608696,2553,3811.138055,-580,88.17391304,12.94172478,control
365,41,Estess,E_41seed,2018,84,2553,3997.667508,-704.2,96.7385545,35.30563668,control
366,41,Estess,E_41seed,2019,108.2608696,2553,3627.071703,-615.7,100.7391304,0,control
367,41,Estess,E_41seed,2020,95.65217391,2553,4082.051836,-694.1,85.34782609,23.15381038,control
368,41,Estess,E_41seed,2021,95,2553,3968.306057,-601.3,94,22.00514349,control
369,41,Estess,E_41seed,2022,90.55556314,2553,3952.864839,-569.8,101.4444369,39.51386943,control
370,42,Estess,E_42seed,2014,105.386786,2553,3792.931777,-511.7,81.61321399,12.6410956,removal
371,42,Estess,E_42seed,2015,86.91304348,2553,3852.354711,-428.3,149.0869565,13.75497031,removal
372,42,Estess,E_42seed,2016,80.08695652,2553,3838.780175,-504.3,118.9130435,61.73035028,control
373,42,Estess,E_42seed,2017,95.82608696,2553,3811.138055,-580,88.17391304,12.94172478,removal
374,42,Estess,E_42seed,2018,84,2553,3997.667508,-704.2,96.7385545,35.30563668,removal
375,42,Estess,E_42seed,2019,108.2608696,2553,3627.071703,-615.7,100.7391304,0,removal
376,42,Estess,E_42seed,2020,95.65217391,2553,4082.051836,-694.1,85.34782609,23.15381038,removal
377,42,Estess,E_42seed,2021,95,2553,3968.306057,-601.3,94,22.00514349,removal
378,42,Estess,E_42seed,2022,90.55556314,2553,3952.864839,-569.8,101.4444369,39.51386943,removal
379,43,Estess,E_43seed,2014,105.386786,2553,3792.931777,-511.7,81.61321399,12.6410956,control
380,43,Estess,E_43seed,2015,86.91304348,2553,3852.354711,-428.3,149.0869565,13.75497031,control
381,43,Estess,E_43seed,2016,80.08695652,2553,3838.780175,-504.3,118.9130435,61.73035028,control
382,43,Estess,E_43seed,2017,95.82608696,2553,3811.138055,-580,88.17391304,12.94172478,control
383,43,Estess,E_43seed,2018,84,2553,3997.667508,-704.2,96.7385545,35.30563668,control
384,43,Estess,E_43seed,2019,108.2608696,2553,3627.071703,-615.7,100.7391304,0,control
385,43,Estess,E_43seed,2020,95.65217391,2553,4082.051836,-694.1,85.34782609,23.15381038,control
386,43,Estess,E_43seed,2021,95,2553,3968.306057,-601.3,94,22.00514349,control
387,43,Estess,E_43seed,2022,90.55556314,2553,3952.864839,-569.8,101.4444369,39.51386943,control
388,44,Estess,E_44seed,2014,105.386786,2553,3792.931777,-511.7,81.61321399,12.6410956,removal
389,44,Estess,E_44seed,2015,86.91304348,2553,3852.354711,-428.3,149.0869565,13.75497031,removal
390,44,Estess,E_44seed,2016,80.08695652,2553,3838.780175,-504.3,118.9130435,61.73035028,control
391,44,Estess,E_44seed,2017,95.82608696,2553,3811.138055,-580,88.17391304,12.94172478,removal
392,44,Estess,E_44seed,2018,84,2553,3997.667508,-704.2,96.7385545,35.30563668,removal
393,44,Estess,E_44seed,2019,108.2608696,2553,3627.071703,-615.7,100.7391304,0,removal
394,44,Estess,E_44seed,2020,95.65217391,2553,4082.051836,-694.1,85.34782609,23.15381038,removal
395,44,Estess,E_44seed,2021,95,2553,3968.306057,-601.3,94,22.00514349,removal
396,44,Estess,E_44seed,2022,90.55556314,2553,3952.864839,-569.8,101.4444369,39.51386943,removal
397,45,Estess,E_45seed,2014,105.386786,2553,3792.931777,-511.7,81.61321399,12.6410956,control
398,45,Estess,E_45seed,2015,86.91304348,2553,3852.354711,-428.3,149.0869565,13.75497031,control
399,45,Estess,E_45seed,2016,80.08695652,2553,3838.780175,-504.3,118.9130435,61.73035028,control
400,45,Estess,E_45seed,2017,95.82608696,2553,3811.138055,-580,88.17391304,12.94172478,control
401,45,Estess,E_45seed,2018,84,2553,3997.667508,-704.2,96.7385545,35.30563668,control
402,45,Estess,E_45seed,2019,108.2608696,2553,3627.071703,-615.7,100.7391304,0,control
403,45,Estess,E_45seed,2020,95.65217391,2553,4082.051836,-694.1,85.34782609,23.15381038,control
404,45,Estess,E_45seed,2021,95,2553,3968.306057,-601.3,94,22.00514349,control
405,45,Estess,E_45seed,2022,90.55556314,2553,3952.864839,-569.8,101.4444369,39.51386943,control
820,1,PeanutMine,PM_1seed,2014,107,2710,3450.179233,-443,71,6.430109004,control
821,1,PeanutMine,PM_1seed,2015,98,2710,3513.191252,-393.3,156,19.78592588,control
822,1,PeanutMine,PM_1seed,2016,113,2710,3456.48214,-494,98,0.542268729,control
823,1,PeanutMine,PM_1seed,2017,112,2710,3429.735133,-522.3,75,7.511761585,control
824,1,PeanutMine,PM_1seed,2018,109,2710,3612.155788,-697.9,72,2.947823933,control
825,1,PeanutMine,PM_1seed,2019,128,2710,3272.107457,-594.6,94,2.722326067,control
826,1,PeanutMine,PM_1seed,2020,121,2710,3663.393399,-696,64,0.278946507,control
827,1,PeanutMine,PM_1seed,2021,109,2710,3562.40609,-490.9,83,11.65322499,control
828,1,PeanutMine,PM_1seed,2022,121,2710,3552.487531,-495.4,79,0,control
829,2,PeanutMine,PM_2seed,2014,111,2710,3450.179233,-444.2,81,19.24466547,removal
830,2,PeanutMine,PM_2seed,2015,91,2710,3513.191252,-398,163,31.70408077,removal
831,2,PeanutMine,PM_2seed,2016,104,2710,3456.48214,-468.1,107,1.344847243,removal
832,2,PeanutMine,PM_2seed,2017,102,2710,3429.735133,-532.2,85,10.00964996,removal
833,2,PeanutMine,PM_2seed,2018,92,2710,3612.155788,-694,89,28.9922655,removal
834,2,PeanutMine,PM_2seed,2019,110,2710,3272.107457,-576.5,112,3.935142599,removal
835,2,PeanutMine,PM_2seed,2020,102,2710,3663.393399,-676.4,83,30.11364358,removal
836,2,PeanutMine,PM_2seed,2021,96,2710,3562.40609,-517.9,96,25.14878495,removal
837,2,PeanutMine,PM_2seed,2022,112,2710,3552.487531,-506.8,88,10.25409104,removal
838,3,PeanutMine,PM_3seed,2014,109,2710,3450.179233,-437.2,69,6.430109004,control
839,3,PeanutMine,PM_3seed,2015,98,2710,3513.191252,-393.3,156,19.78592588,control
840,3,PeanutMine,PM_3seed,2016,114,2710,3456.48214,-495.7,97,0.542268729,control
841,3,PeanutMine,PM_3seed,2017,112,2710,3429.735133,-522.3,75,7.511761585,control
842,3,PeanutMine,PM_3seed,2018,109,2710,3612.155788,-697.9,72,2.947823933,control
843,3,PeanutMine,PM_3seed,2019,128,2710,3272.107457,-594.6,94,2.722326067,control
844,3,PeanutMine,PM_3seed,2020,121,2710,3663.393399,-696,64,0.278946507,control
845,3,PeanutMine,PM_3seed,2021,115,2710,3562.40609,-481.4,77,2.930940665,control
846,3,PeanutMine,PM_3seed,2022,123,2710,3552.487531,-491.1,77,0,control
847,4,PeanutMine,PM_4seed,2014,111,2710,3450.179233,-444.2,81,19.24466547,removal
848,4,PeanutMine,PM_4seed,2015,91,2710,3513.191252,-398,163,31.70408077,removal
849,4,PeanutMine,PM_4seed,2016,105,2710,3456.48214,-464.9,106,1.344847243,removal
850,4,PeanutMine,PM_4seed,2017,99,2710,3429.735133,-542.2,88,19.30229524,removal
851,4,PeanutMine,PM_4seed,2018,92,2710,3612.155788,-694,89,28.9922655,removal
852,4,PeanutMine,PM_4seed,2019,110,2710,3272.107457,-576.5,112,3.935142599,removal
853,4,PeanutMine,PM_4seed,2020,102,2710,3663.393399,-676.4,83,30.11364358,removal
854,4,PeanutMine,PM_4seed,2021,96,2710,3562.40609,-517.9,96,25.14878495,removal
855,4,PeanutMine,PM_4seed,2022,112,2710,3552.487531,-506.8,88,10.25409104,removal
856,5,PeanutMine,PM_5seed,2014,123,2710,3450.179233,-443,71,6.430109004,control
857,5,PeanutMine,PM_5seed,2015,93,2710,3513.191252,-399.1,161,28.36515154,control
858,5,PeanutMine,PM_5seed,2016,114,2710,3456.48214,-495.7,97,0.542268729,control
859,5,PeanutMine,PM_5seed,2017,112,2710,3429.735133,-522.3,75,7.511761585,control
860,5,PeanutMine,PM_5seed,2018,109,2710,3612.155788,-697.9,72,2.947823933,control
861,5,PeanutMine,PM_5seed,2019,128,2710,3272.107457,-594.6,94,2.722326067,control
862,5,PeanutMine,PM_5seed,2020,121,2710,3663.393399,-696,64,0.278946507,control
863,5,PeanutMine,PM_5seed,2021,112,2710,3562.40609,-488.1,80,5.477287325,control
864,5,PeanutMine,PM_5seed,2022,121,2710,3552.487531,-495.4,79,0,control
865,6,PeanutMine,PM_6seed,2014,111,2710,3450.179233,-448.3,83,19.24466547,removal
866,6,PeanutMine,PM_6seed,2015,89,2710,3513.191252,-396.3,165,31.70408077,removal
867,6,PeanutMine,PM_6seed,2016,106,2710,3456.48214,-474.6,105,1.344847243,removal
868,6,PeanutMine,PM_6seed,2017,96,2710,3429.735133,-551,91,19.30229524,removal
869,6,PeanutMine,PM_6seed,2018,91,2710,3612.155788,-691,90,28.9922655,removal
870,6,PeanutMine,PM_6seed,2019,96,2710,3272.107457,-570.4,126,20.38111097,removal
871,6,PeanutMine,PM_6seed,2020,101,2710,3663.393399,-671.7,84,31.89908095,removal
872,6,PeanutMine,PM_6seed,2021,97,2710,3562.40609,-515.1,95,25.14878495,removal
873,6,PeanutMine,PM_6seed,2022,111,2710,3552.487531,-496.2,89,10.25409104,removal
874,7,PeanutMine,PM_7seed,2014,123,2710,3450.179233,-443,71,6.430109004,control
875,7,PeanutMine,PM_7seed,2015,97,2710,3513.191252,-396.6,157,21.2572812,control
876,7,PeanutMine,PM_7seed,2016,114,2710,3456.48214,-495.7,97,0.542268729,control
877,7,PeanutMine,PM_7seed,2017,112,2710,3429.735133,-522.3,75,7.511761585,control
878,7,PeanutMine,PM_7seed,2018,109,2710,3612.155788,-697.9,72,2.947823933,control
879,7,PeanutMine,PM_7seed,2019,128,2710,3272.107457,-594.6,94,2.722326067,control
880,7,PeanutMine,PM_7seed,2020,122,2710,3663.393399,-690.7,63,0.278946507,control
881,7,PeanutMine,PM_7seed,2021,114,2710,3562.40609,-483.8,78,2.930940665,control
882,7,PeanutMine,PM_7seed,2022,123,2710,3552.487531,-491.1,77,0,control
883,8,PeanutMine,PM_8seed,2014,109,2710,3450.179233,-448.3,83,19.24466547,removal
884,8,PeanutMine,PM_8seed,2015,91,2710,3513.191252,-398,163,31.70408077,removal
885,8,PeanutMine,PM_8seed,2016,101,2710,3456.48214,-472.4,110,0.802578514,removal
886,8,PeanutMine,PM_8seed,2017,107,2710,3429.735133,-519.2,80,10.00964996,removal
887,8,PeanutMine,PM_8seed,2018,92,2710,3612.155788,-694,89,28.9922655,removal
888,8,PeanutMine,PM_8seed,2019,110,2710,3272.107457,-576.5,112,3.935142599,removal
889,8,PeanutMine,PM_8seed,2020,102,2710,3663.393399,-676.4,83,30.11364358,removal
890,8,PeanutMine,PM_8seed,2021,96,2710,3562.40609,-517.9,96,25.14878495,removal
891,8,PeanutMine,PM_8seed,2022,110,2710,3552.487531,-498.4,90,10.25409104,removal
892,9,PeanutMine,PM_9seed,2014,121,2710,3450.179233,-447.6,73,7.314548776,control
893,9,PeanutMine,PM_9seed,2015,93,2710,3513.191252,-399.1,161,28.36515154,control
894,9,PeanutMine,PM_9seed,2016,113,2710,3456.48214,-494,98,0.542268729,control
895,9,PeanutMine,PM_9seed,2017,113,2710,3429.735133,-518.8,74,7.511761585,control
896,9,PeanutMine,PM_9seed,2018,112,2710,3612.155788,-699.9,69,2.947823933,control
897,9,PeanutMine,PM_9seed,2019,128,2710,3272.107457,-594.6,94,2.722326067,control
898,9,PeanutMine,PM_9seed,2020,120,2710,3663.393399,-700.9,65,0.278946507,control
899,9,PeanutMine,PM_9seed,2021,106,2710,3562.40609,-493.9,86,21.82167309,control
900,9,PeanutMine,PM_9seed,2022,120,2710,3552.487531,-492.7,80,0,control
901,10,PeanutMine,PM_10seed,2014,111,2710,3450.179233,-448.3,83,19.24466547,removal
902,10,PeanutMine,PM_10seed,2015,89,2710,3513.191252,-396.3,165,31.70408077,removal
903,10,PeanutMine,PM_10seed,2016,102,2710,3456.48214,-472.1,109,0.802578514,removal
904,10,PeanutMine,PM_10seed,2017,102,2710,3429.735133,-532.2,85,10.00964996,removal
905,10,PeanutMine,PM_10seed,2018,92,2710,3612.155788,-694,89,28.9922655,removal
906,10,PeanutMine,PM_10seed,2019,110,2710,3272.107457,-576.5,112,3.935142599,removal
907,10,PeanutMine,PM_10seed,2020,102,2710,3663.393399,-676.4,83,30.11364358,removal
908,10,PeanutMine,PM_10seed,2021,97,2710,3562.40609,-515.1,95,25.14878495,removal
909,10,PeanutMine,PM_10seed,2022,111,2710,3552.487531,-496.2,89,10.25409104,removal
910,11,PeanutMine,PM_11seed,2014,123,2710,3450.179233,-443,71,6.430109004,control
911,11,PeanutMine,PM_11seed,2015,95,2710,3513.191252,-398.5,159,21.2572812,control
912,11,PeanutMine,PM_11seed,2016,114,2710,3456.48214,-495.7,97,0.542268729,control
913,11,PeanutMine,PM_11seed,2017,111,2710,3429.735133,-522.5,76,10.00376583,control
914,11,PeanutMine,PM_11seed,2018,109,2710,3612.155788,-697.9,72,2.947823933,control
915,11,PeanutMine,PM_11seed,2019,128,2710,3272.107457,-594.6,94,2.722326067,control
916,11,PeanutMine,PM_11seed,2020,121,2710,3663.393399,-696,64,0.278946507,control
917,11,PeanutMine,PM_11seed,2021,106,2710,3562.40609,-493.9,86,21.82167309,control
918,11,PeanutMine,PM_11seed,2022,120,2710,3552.487531,-492.7,80,0,control
919,12,PeanutMine,PM_12seed,2014,111,2710,3450.179233,-448.3,83,19.24466547,removal
920,12,PeanutMine,PM_12seed,2015,91,2710,3513.191252,-398,163,31.70408077,removal
921,12,PeanutMine,PM_12seed,2016,103,2710,3456.48214,-471.2,108,1.344847243,removal
922,12,PeanutMine,PM_12seed,2017,105,2710,3429.735133,-520.6,82,10.00964996,removal
923,12,PeanutMine,PM_12seed,2018,94,2710,3612.155788,-693.4,87,20.87700359,removal
924,12,PeanutMine,PM_12seed,2019,109,2710,3272.107457,-578.9,113,3.935142599,removal
925,12,PeanutMine,PM_12seed,2020,102,2710,3663.393399,-676.4,83,30.11364358,removal
926,12,PeanutMine,PM_12seed,2021,97,2710,3562.40609,-515.1,95,25.14878495,removal
927,12,PeanutMine,PM_12seed,2022,110,2710,3552.487531,-498.4,90,10.25409104,removal
928,13,PeanutMine,PM_13seed,2014,121,2710,3450.179233,-447.6,73,7.314548776,control
929,13,PeanutMine,PM_13seed,2015,94,2710,3513.191252,-399.6,160,22.63107545,control
930,13,PeanutMine,PM_13seed,2016,111,2710,3456.48214,-497.7,100,0.658800588,control
931,13,PeanutMine,PM_13seed,2017,113,2710,3429.735133,-518.8,74,7.511761585,control
932,13,PeanutMine,PM_13seed,2018,109,2710,3612.155788,-697.9,72,2.947823933,control
933,13,PeanutMine,PM_13seed,2019,127,2710,3272.107457,-592.3,95,2.722326067,control
934,13,PeanutMine,PM_13seed,2020,119,2710,3663.393399,-705.4,66,0.278946507,control
935,13,PeanutMine,PM_13seed,2021,105,2710,3562.40609,-492.7,87,21.82167309,control
936,13,PeanutMine,PM_13seed,2022,120,2710,3552.487531,-492.7,80,0,control
937,14,PeanutMine,PM_14seed,2014,111,2710,3450.179233,-448.3,83,19.24466547,removal
938,14,PeanutMine,PM_14seed,2015,91,2710,3513.191252,-398,163,31.70408077,removal
939,14,PeanutMine,PM_14seed,2016,106,2710,3456.48214,-474.6,105,1.344847243,removal
940,14,PeanutMine,PM_14seed,2017,102,2710,3429.735133,-532.2,85,10.00964996,removal
941,14,PeanutMine,PM_14seed,2018,92,2710,3612.155788,-694,89,28.9922655,removal
942,14,PeanutMine,PM_14seed,2019,96,2710,3272.107457,-570.4,126,20.38111097,removal
943,14,PeanutMine,PM_14seed,2020,102,2710,3663.393399,-676.4,83,30.11364358,removal
944,14,PeanutMine,PM_14seed,2021,97,2710,3562.40609,-515.1,95,25.14878495,removal
945,14,PeanutMine,PM_14seed,2022,111,2710,3552.487531,-496.2,89,10.25409104,removal
946,15,PeanutMine,PM_15seed,2014,122.8774084,2710,3450.179233,-445.7,71.12259165,6.430109004,control
947,15,PeanutMine,PM_15seed,2015,98,2710,3513.191252,-393.3,156,19.78592588,control
948,15,PeanutMine,PM_15seed,2016,112,2710,3456.48214,-496.4,99,0.542268729,control
949,15,PeanutMine,PM_15seed,2017,112,2710,3429.735133,-522.3,75,7.511761585,control
950,15,PeanutMine,PM_15seed,2018,107,2710,3612.155788,-699.3,74,11.95085901,control
951,15,PeanutMine,PM_15seed,2019,132,2710,3272.107457,-592.2,90,0.983826063,control
952,15,PeanutMine,PM_15seed,2020,119,2710,3663.393399,-705.4,66,0.278946507,control
953,15,PeanutMine,PM_15seed,2021,111,2710,3562.40609,-486.1,81,5.477287325,control
954,15,PeanutMine,PM_15seed,2022,120,2710,3552.487531,-492.7,80,0,control
955,16,PeanutMine,PM_16seed,2014,110.545337,2710,3450.179233,-451.8,83.454663,19.24466547,removal
956,16,PeanutMine,PM_16seed,2015,91,2710,3513.191252,-398,163,31.70408077,removal
957,16,PeanutMine,PM_16seed,2016,112,2710,3456.48214,-496.4,99,0.542268729,removal
958,16,PeanutMine,PM_16seed,2017,102,2710,3429.735133,-532.2,85,10.00964996,removal
959,16,PeanutMine,PM_16seed,2018,92,2710,3612.155788,-694,89,28.9922655,removal
960,16,PeanutMine,PM_16seed,2019,96,2710,3272.107457,-570.4,126,20.38111097,removal
961,16,PeanutMine,PM_16seed,2020,102,2710,3663.393399,-676.4,83,30.11364358,removal
962,16,PeanutMine,PM_16seed,2021,97,2710,3562.40609,-515.1,95,25.14878495,removal
963,16,PeanutMine,PM_16seed,2022,111,2710,3552.487531,-496.2,89,10.25409104,removal
964,17,PeanutMine,PM_17seed,2014,123.2199659,2710,3450.179233,-443,70.78003411,6.430109004,control
965,17,PeanutMine,PM_17seed,2015,98,2710,3513.191252,-393.3,156,19.78592588,control
966,17,PeanutMine,PM_17seed,2016,112,2710,3456.48214,-496.4,99,0.542268729,control
967,17,PeanutMine,PM_17seed,2017,112,2710,3429.735133,-522.3,75,7.511761585,control
968,17,PeanutMine,PM_17seed,2018,107,2710,3612.155788,-699.3,74,11.95085901,control
969,17,PeanutMine,PM_17seed,2019,131,2710,3272.107457,-594.5,91,0.983826063,control
970,17,PeanutMine,PM_17seed,2020,120,2710,3663.393399,-700.9,65,0.278946507,control
971,17,PeanutMine,PM_17seed,2021,111,2710,3562.40609,-486.1,81,5.477287325,control
972,17,PeanutMine,PM_17seed,2022,123,2710,3552.487531,-491.1,77,0,control
973,18,PeanutMine,PM_18seed,2014,111.9155672,2710,3450.179233,-448.3,82.08443285,19.24466547,removal
974,18,PeanutMine,PM_18seed,2015,91,2710,3513.191252,-398,163,31.70408077,removal
975,18,PeanutMine,PM_18seed,2016,112,2710,3456.48214,-496.4,99,0.542268729,removal
976,18,PeanutMine,PM_18seed,2017,102,2710,3429.735133,-532.2,85,10.00964996,removal
977,18,PeanutMine,PM_18seed,2018,92,2710,3612.155788,-694,89,28.9922655,removal
978,18,PeanutMine,PM_18seed,2019,109,2710,3272.107457,-578.9,113,3.935142599,removal
979,18,PeanutMine,PM_18seed,2020,102,2710,3663.393399,-676.4,83,30.11364358,removal
980,18,PeanutMine,PM_18seed,2021,96,2710,3562.40609,-517.9,96,25.14878495,removal
981,18,PeanutMine,PM_18seed,2022,111,2710,3552.487531,-496.2,89,10.25409104,removal
982,19,PeanutMine,PM_19seed,2014,120.8220631,2710,3450.179233,-448.6,73.17793687,12.4958744,control
983,19,PeanutMine,PM_19seed,2015,98,2710,3513.191252,-393.3,156,19.78592588,control
984,19,PeanutMine,PM_19seed,2016,105,2710,3456.48214,-464.9,106,1.344847243,control
985,19,PeanutMine,PM_19seed,2017,112,2710,3429.735133,-522.3,75,7.511761585,control
986,19,PeanutMine,PM_19seed,2018,107,2710,3612.155788,-699.3,74,11.95085901,control
987,19,PeanutMine,PM_19seed,2019,127,2710,3272.107457,-592.3,95,2.722326067,control
988,19,PeanutMine,PM_19seed,2020,119,2710,3663.393399,-705.4,66,0.278946507,control
989,19,PeanutMine,PM_19seed,2021,105,2710,3562.40609,-492.7,87,21.82167309,control
990,19,PeanutMine,PM_19seed,2022,120,2710,3552.487531,-492.7,80,0,control
991,20,PeanutMine,PM_20seed,2014,111.4588238,2710,3450.179233,-448.3,82.54117623,19.24466547,removal
992,20,PeanutMine,PM_20seed,2015,91,2710,3513.191252,-398,163,31.70408077,removal
993,20,PeanutMine,PM_20seed,2016,103,2710,3456.48214,-471.2,108,1.344847243,removal
994,20,PeanutMine,PM_20seed,2017,102,2710,3429.735133,-532.2,85,10.00964996,removal
995,20,PeanutMine,PM_20seed,2018,92,2710,3612.155788,-694,89,28.9922655,removal
996,20,PeanutMine,PM_20seed,2019,114,2710,3272.107457,-563.2,108,4.918968662,removal
997,20,PeanutMine,PM_20seed,2020,102,2710,3663.393399,-676.4,83,30.11364358,removal
998,20,PeanutMine,PM_20seed,2021,96,2710,3562.40609,-517.9,96,25.14878495,removal
999,20,PeanutMine,PM_20seed,2022,111,2710,3552.487531,-496.2,89,10.25409104,removal
1000,21,PeanutMine,PM_21seed,2014,121.2788065,2710,3450.179233,-447.6,72.72119349,7.314548776,control
1001,21,PeanutMine,PM_21seed,2015,98,2710,3513.191252,-393.3,156,19.78592588,control
1002,21,PeanutMine,PM_21seed,2016,109,2710,3456.48214,-488.3,102,0.658800588,control
1003,21,PeanutMine,PM_21seed,2017,112,2710,3429.735133,-522.3,75,7.511761585,control
1004,21,PeanutMine,PM_21seed,2018,107,2710,3612.155788,-699.3,74,11.95085901,control
1005,21,PeanutMine,PM_21seed,2019,127,2710,3272.107457,-592.3,95,2.722326067,control
1006,21,PeanutMine,PM_21seed,2020,119,2710,3663.393399,-705.4,66,0.278946507,control
1007,21,PeanutMine,PM_21seed,2021,105,2710,3562.40609,-492.7,87,21.82167309,control
1008,21,PeanutMine,PM_21seed,2022,120,2710,3552.487531,-492.7,80,0,control
1009,22,PeanutMine,PM_22seed,2014,109.1751069,2710,3450.179233,-455.1,84.82489315,19.24466547,removal
